Country,Year,Status,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
Honduras,2010-01-01,Developing,73.6,156.0,4,3.1,302.1057507,97.0,0,46.8,5,97.0,8.45,97.0,0.4,1932.85829,8194778.0,2.3,2.2,0.606,11.5
Honduras,2009-01-01,Developing,73.4,157.0,4,3.08,286.1211446,97.0,0,45.9,5,97.0,8.84,97.0,0.5,1815.489496,83521.0,2.3,2.2,0.603,11.3
Honduras,2008-01-01,Developing,73.2,159.0,4,3.14,231.9112915,92.0,0,45.1,5,93.0,8.4,93.0,0.6,1751.595857,7872658.0,2.3,2.3,0.597,11.1
Honduras,2007-01-01,Developing,73.0,16.0,5,3.16,222.4823338,93.0,0,44.3,6,94.0,7.89,94.0,0.7,1592.572182,777972.0,2.4,2.3,0.59,10.9
Honduras,2006-01-01,Developing,72.8,161.0,5,3.23,192.9297829,94.0,0,43.5,6,94.0,7.63,95.0,0.8,1437.628785,754146.0,2.4,2.4,0.583,10.8
Honduras,2005-01-01,Developing,72.5,163.0,5,3.23,203.7134882,97.0,0,42.8,6,98.0,7.81,98.0,0.9,1311.741714,737343.0,2.5,2.4,0.577,10.6
Honduras,2004-01-01,Developing,72.2,165.0,5,3.02,188.2499208,93.0,0,42.0,7,94.0,7.89,94.0,1.2,1217.657961,724153.0,2.6,2.5,0.571,10.4
Honduras,2003-01-01,Developing,71.9,166.0,6,3.04,194.4335736,91.0,0,41.2,7,92.0,8.29,92.0,1.4,1157.3427,733821.0,2.6,2.5,0.566,10.3
Honduras,2002-01-01,Developing,71.6,169.0,6,3.09,154.8636161,94.0,0,4.4,7,95.0,7.28,95.0,1.5,1132.8721,6863157.0,2.7,2.6,0.561,10.1
Honduras,2001-01-01,Developing,71.3,171.0,6,2.74,15.36175284,95.0,0,39.6,8,99.0,6.88,96.0,1.6,113.4546,669361.0,2.7,2.7,0.557,9.9
Honduras,2000-01-01,Developing,71.0,174.0,6,2.61,28.80831098,93.0,0,38.8,8,88.0,6.63,94.0,1.7,188.783165,6524283.0,2.8,2.7,0.551,9.8
Hungary,2015-01-01,Developed,75.8,134.0,0,4.602860787172012,0.0,80.94046121593291,0,64.8,0,99.0,5.9381895280235995,99.0,0.1,12365.6263,984328.0,1.6,1.6,0.834,15.6
Hungary,2014-01-01,Developed,75.6,137.0,0,0.01,160.9449342,80.94046121593291,0,64.2,0,99.0,7.4,99.0,0.1,14117.97668,9866468.0,1.7,1.6,0.834,15.8
Hungary,2013-01-01,Developed,75.5,139.0,0,10.88,155.1952076,80.94046121593291,1,63.6,1,99.0,7.53,99.0,0.1,13613.6147,989382.0,1.7,1.7,0.824,15.4
Hungary,2012-01-01,Developed,75.0,146.0,0,11.27,164.2793407,80.94046121593291,2,63.0,1,99.0,7.74,99.0,0.1,12834.32349,992362.0,1.7,1.7,0.823,15.4
Hungary,2011-01-01,Developed,74.8,15.0,0,11.51,17.82121883,80.94046121593291,5,62.4,1,99.0,7.84,99.0,0.1,1448.87958,9971727.0,1.7,1.7,0.821,15.4
Hungary,2010-01-01,Developed,74.5,156.0,0,10.78,19.22023996,80.94046121593291,0,61.7,1,99.0,7.85,99.0,0.1,1325.53379,123.0,1.8,1.8,0.817,15.3
Hungary,2008-01-01,Developed,74.1,165.0,1,11.64,181.7634078,80.94046121593291,0,6.5,1,99.0,7.33,99.0,0.1,15669.25929,138188.0,1.9,1.9,0.812,15.3
Hungary,2007-01-01,Developed,73.5,176.0,1,12.55,163.3433278,80.94046121593291,0,59.9,1,99.0,7.51,99.0,0.1,13842.6549,15578.0,1.9,1.9,0.809,15.3
Hungary,2004-01-01,Developed,72.9,18.0,1,13.28,146.8608016,80.94046121593291,0,58.2,1,99.0,8.8,99.0,0.1,1259.5266,117146.0,2.1,2.1,0.793,15.3
Hungary,2003-01-01,Developed,72.5,184.0,1,13.24,1030.220271,80.94046121593291,0,57.6,1,99.0,8.42,99.0,0.1,8396.25323,1129552.0,2.1,2.1,0.784,14.9
Hungary,2002-01-01,Developed,72.5,184.0,1,13.29,8.98619805,80.94046121593291,0,57.1,1,98.0,7.47,99.0,0.1,665.6443,115868.0,2.2,2.2,0.775,14.6
Hungary,2001-01-01,Developed,72.3,185.0,1,13.18,7.601092416,80.94046121593291,20,56.6,1,99.0,7.11,99.0,0.1,527.85364,1187576.0,2.2,2.2,0.769,14.2
Hungary,2000-01-01,Developed,71.7,193.0,1,12.22,75.36251406,80.94046121593291,1,56.1,1,99.0,7.6,99.0,0.1,4623.46712,121971.0,2.3,2.3,0.761,13.9
Iceland,2015-01-01,Developed,82.7,49.0,0,4.602860787172012,0.0,80.94046121593291,0,61.0,0,92.0,5.9381895280235995,92.0,0.1,5734.4436,33815.0,1.0,0.9,0.919,19.0
Iceland,2013-01-01,Developed,82.4,5.0,0,7.31,764.5440691,80.94046121593291,0,6.2,0,91.0,8.75,91.0,0.1,4781.3888,323764.0,1.0,0.9,0.907,19.0
Iceland,2011-01-01,Developed,82.1,51.0,0,8.13,7.0480925,80.94046121593291,0,59.3,0,95.0,8.65,95.0,0.1,46.217,31914.0,0.9,0.9,0.894,18.6
Iceland,2009-01-01,Developed,81.6,55.0,0,10.22,687.5776358,80.94046121593291,0,58.5,0,96.0,9.12,96.0,0.1,4461.89251,318499.0,0.9,0.9,0.894,18.4
Iceland,2006-01-01,Developed,81.1,61.0,0,7.2,1003.139804,80.94046121593291,0,57.4,0,97.0,8.96,97.0,0.1,5613.54115,33782.0,0.9,0.9,0.884,18.1
Iceland,2003-01-01,Developed,87.0,65.0,0,6.61,725.4853161,80.94046121593291,0,55.9,0,97.0,1.7,97.0,0.1,3944.999,289521.0,1.0,0.9,0.866,17.6
Iran (Islamic Republic of),2015-01-01,Developing,75.5,83.0,18,4.602860787172012,0.0,98.0,615,59.7,21,98.0,5.9381895280235995,98.0,0.1,7483.158469138474,12753375.120052494,8.5,8.6,0.774,14.8
Iran (Islamic Republic of),2014-01-01,Developing,75.4,83.0,19,0.01,0.0,99.0,99,58.5,22,99.0,6.89,99.0,0.1,7483.158469138474,12753375.120052494,8.3,8.4,0.77,14.9
Iran (Islamic Republic of),2013-01-01,Developing,75.3,83.0,20,0.01,0.0,99.0,189,57.2,23,98.0,6.49,98.0,0.1,7483.158469138474,12753375.120052494,8.2,8.3,0.769,15.0
Iran (Islamic Republic of),2012-01-01,Developing,75.1,85.0,21,0.01,0.0,98.0,332,56.0,24,99.0,6.98,99.0,0.1,7483.158469138474,12753375.120052494,8.0,8.2,0.755,13.6
Iran (Islamic Republic of),2011-01-01,Developing,74.7,93.0,22,0.03,0.0,99.0,73,54.8,25,99.0,7.12,99.0,0.1,7483.158469138474,12753375.120052494,7.9,8.1,0.745,13.1
Iran (Islamic Republic of),2010-01-01,Developing,74.1,16.0,22,0.03,0.0,99.0,538,53.6,26,99.0,8.2,99.0,0.1,7483.158469138474,12753375.120052494,7.8,8.0,0.735,12.9
Iran (Islamic Republic of),2009-01-01,Developing,73.3,122.0,23,0.03,0.0,99.0,262,52.5,27,99.0,7.63,99.0,0.1,7483.158469138474,12753375.120052494,7.7,7.9,0.728,12.8
Iran (Islamic Republic of),2008-01-01,Developing,72.7,135.0,24,0.02,0.0,99.0,127,51.4,28,99.0,6.28,99.0,0.1,7483.158469138474,12753375.120052494,7.6,7.8,0.716,12.1
Iran (Islamic Republic of),2007-01-01,Developing,72.4,138.0,25,0.02,0.0,97.0,133,5.4,29,98.0,5.84,99.0,0.1,7483.158469138474,12753375.120052494,7.5,7.8,0.704,11.8
Iran (Islamic Republic of),2006-01-01,Developing,72.2,139.0,26,0.02,0.0,98.0,220,49.4,30,99.0,5.95,98.0,0.1,7483.158469138474,12753375.120052494,7.4,7.7,0.692,11.4
Iran (Islamic Republic of),2005-01-01,Developing,72.0,139.0,27,0.01,0.0,94.0,7,48.5,32,95.0,6.6,95.0,0.1,7483.158469138474,12753375.120052494,7.4,7.7,0.687,11.4
Iran (Islamic Republic of),2004-01-01,Developing,71.8,139.0,28,0.01,0.0,95.0,3,47.6,33,98.0,5.89,99.0,0.1,7483.158469138474,12753375.120052494,7.4,7.7,0.686,11.8
Iraq,2010-01-01,Developing,76.0,145.0,32,0.19,21.82252494,72.0,492,55.8,39,74.0,3.82,74.0,0.1,452.74948,376271.0,5.3,5.1,0.646,10.4
Iraq,2006-01-01,Developing,64.7,249.0,31,0.03,75.25799773,59.0,474,53.2,38,63.0,3.0,59.0,0.1,2351.812429,27697912.0,5.4,5.1,0.631,10.2
Iraq,2003-01-01,Developing,66.5,213.0,30,0.07,0.0,63.0,0,51.3,37,73.0,4.36,75.0,0.1,7483.158469138474,25627626.0,5.5,5.2,0.616,9.4
Iraq,2002-01-01,Developing,74.0,14.0,30,0.15,0.0,65.0,0,5.6,37,76.0,5.9381895280235995,77.0,0.1,7483.158469138474,24939299.0,5.5,5.3,0.614,9.1
Ireland,2015-01-01,Developed,81.4,64.0,0,4.602860787172012,0.0,95.0,4,62.8,0,95.0,5.9381895280235995,95.0,0.1,6664.144,4676835.0,0.3,0.2,0.92,18.6
Ireland,2014-01-01,Developed,81.2,66.0,0,10.75,746.3670453,95.0,33,62.1,0,96.0,7.78,96.0,0.1,5553.32623,4617225.0,0.3,0.2,0.91,18.6
Ireland,2013-01-01,Developed,81.0,67.0,0,10.49,703.5527332,95.0,51,61.3,0,96.0,8.1,96.0,0.1,5234.76736,4598294.0,0.3,0.2,0.902,18.6
Ireland,2003-01-01,Developed,78.0,82.0,0,13.24,675.2134725,80.94046121593291,584,53.6,0,86.0,7.5,86.0,0.1,4117.15532,3996521.0,0.3,0.2,0.87,16.8
Israel,2010-01-01,Developing,81.7,61.0,1,2.63,409.4109292,97.0,23,63.0,1,95.0,7.36,95.0,0.1,3661.994,76236.0,1.2,1.1,0.878,15.7
Israel,2007-01-01,Developing,84.0,68.0,1,2.33,4.3451016,99.0,539,61.6,1,95.0,7.37,95.0,0.1,258.637,7181.0,1.1,1.1,0.872,15.7
Israel,2006-01-01,Developing,84.0,68.0,1,2.23,33.58620657,96.0,9,61.1,1,94.0,7.38,95.0,0.1,2195.1769,7537.0,1.1,1.1,0.87,15.7
Israel,2005-01-01,Developing,80.0,71.0,1,2.41,250.9343317,96.0,2,6.6,1,95.0,7.44,93.0,0.1,2611.17931,6931.0,1.1,1.1,0.866,15.8
Israel,2001-01-01,Developing,79.3,74.0,1,2.53,22.27332618,96.0,19,58.7,1,93.0,7.61,92.0,0.1,236.19646,6439.0,1.1,1.1,0.85,15.1
Israel,2000-01-01,Developing,78.9,76.0,1,2.53,199.9341033,98.0,36,58.3,1,93.0,7.13,93.0,0.1,2152.1432,6289.0,1.1,1.1,0.845,15.2
Italy,2015-01-01,Developed,82.7,56.0,1,4.602860787172012,0.0,93.0,159,63.6,2,93.0,5.9381895280235995,93.0,0.1,349.14755,673582.0,0.6,0.6,0.881,16.3
Italy,2013-01-01,Developed,82.3,58.0,2,7.35,483.1916844,96.0,0,62.6,2,96.0,9.22,96.0,0.1,3537.27441,6233948.0,0.5,0.6,0.876,16.5
Italy,2001-01-01,Developed,79.8,75.0,2,9.69,3.1222302,95.0,0,55.7,3,96.0,8.11,93.0,0.1,24.819,569741.0,0.5,0.5,0.828,14.9
Jamaica,2015-01-01,Developing,76.2,125.0,1,4.602860787172012,0.0,91.0,0,54.2,1,91.0,5.9381895280235995,91.0,0.5,4965.989857,2871934.0,1.8,1.7,0.729,12.8
Jamaica,2014-01-01,Developing,75.8,133.0,1,3.83,427.3054534,92.0,0,53.5,1,93.0,5.36,92.0,0.5,4855.743789,286287.0,1.8,1.7,0.727,12.8
Jamaica,2013-01-01,Developing,75.6,136.0,1,3.79,5.457289334,93.0,0,52.7,1,86.0,5.91,93.0,0.6,56.144952,285187.0,1.8,1.7,0.727,12.8
Jamaica,2012-01-01,Developing,75.3,138.0,1,3.65,37.17108782,96.0,0,52.0,1,96.0,5.66,96.0,0.5,521.33363,284992.0,1.8,1.7,0.725,12.8
Jamaica,2011-01-01,Developing,75.2,139.0,1,3.58,33.17529686,92.0,1,51.2,1,93.0,5.21,92.0,0.6,513.549487,2829493.0,1.8,1.7,0.722,12.8
Jamaica,2010-01-01,Developing,75.0,138.0,1,3.55,396.6270975,94.0,0,5.5,1,94.0,5.3,94.0,0.5,4682.728424,281721.0,1.8,1.7,0.721,12.7
Jamaica,2008-01-01,Developing,74.5,145.0,1,3.51,31.76575838,92.0,2,48.9,1,91.0,5.4,91.0,0.4,492.492378,279122.0,1.9,1.7,0.718,12.6
Jamaica,2007-01-01,Developing,74.2,148.0,1,3.64,25.62349238,92.0,0,48.1,1,94.0,4.87,92.0,0.9,462.517913,2775467.0,1.9,1.7,0.714,12.5
Jamaica,2006-01-01,Developing,74.0,15.0,1,3.63,194.092569,97.0,0,47.2,1,99.0,4.22,95.0,1.5,4313.1682,276279.0,1.9,1.7,0.709,12.5
Japan,2014-01-01,Developed,83.5,57.0,2,0.01,88.83362243,80.94046121593291,462,28.6,3,99.0,1.23,96.0,0.1,3896.21151,127276.0,2.0,1.7,0.899,15.3
Japan,2013-01-01,Developed,83.5,56.0,2,7.55,94.43428615,80.94046121593291,229,28.2,3,99.0,1.25,96.0,0.1,4454.44746,127445.0,2.0,1.7,0.894,15.3
Japan,2012-01-01,Developed,83.3,58.0,2,7.39,121.5869163,80.94046121593291,228,27.8,3,99.0,1.17,97.0,0.1,4863.47665,127629.0,1.9,1.7,0.889,15.3
Japan,2010-01-01,Developed,83.0,62.0,3,6.9,863.0061491,80.94046121593291,450,26.9,4,98.0,9.58,97.0,0.1,4457.67639,1287.0,1.9,1.6,0.879,15.1
Japan,2009-01-01,Developed,83.0,64.0,3,7.09,899.1785285,80.94046121593291,741,26.4,4,99.0,9.51,97.0,0.1,4855.17564,12847.0,1.8,1.6,0.881,15.0
Jordan,2015-01-01,Developing,74.1,112.0,4,4.602860787172012,0.0,99.0,0,65.6,4,99.0,5.9381895280235995,99.0,0.1,496.99275,915932.0,4.0,4.0,0.741,13.1
Jordan,2014-01-01,Developing,74.0,113.0,4,0.41,63.8784522,98.0,20,64.8,4,98.0,7.45,98.0,0.1,466.94775,88936.0,3.9,3.9,0.737,13.1
Jordan,2013-01-01,Developing,73.9,114.0,4,0.4,546.6235156,98.0,120,64.0,4,98.0,7.23,98.0,0.1,3992.86717,8413464.0,3.9,3.9,0.737,13.1
Jordan,2012-01-01,Developing,73.7,115.0,4,0.41,67.70171064,98.0,3,63.2,4,98.0,8.0,98.0,0.1,387.753211,7992573.0,3.9,3.9,0.735,12.9
Jordan,2011-01-01,Developing,73.6,116.0,4,0.43,68.86623298,98.0,0,62.4,4,98.0,8.39,98.0,0.1,387.324145,7574943.0,3.8,3.9,0.737,13.1
Jordan,2010-01-01,Developing,73.4,117.0,4,0.51,715.9709092,98.0,0,61.7,4,98.0,8.42,98.0,0.1,3679.19275,718239.0,3.8,3.8,0.739,13.2
Jordan,2009-01-01,Developing,73.3,118.0,4,0.59,668.7447334,98.0,0,6.9,4,98.0,9.54,98.0,0.1,3492.1396,6821116.0,3.8,3.8,0.742,13.6
Jordan,2008-01-01,Developing,73.1,119.0,4,0.61,535.2786404,97.0,2,6.1,4,98.0,8.78,97.0,0.1,3385.69665,6489822.0,3.8,3.8,0.739,13.6
Jordan,2007-01-01,Developing,73.0,12.0,4,0.6,373.2628643,98.0,41,59.3,4,98.0,8.35,98.0,0.1,2762.86354,6193191.0,3.8,3.8,0.736,13.6
Jordan,2006-01-01,Developing,72.8,121.0,4,0.59,313.3626015,98.0,1,58.6,4,98.0,8.8,98.0,0.1,2537.349,5934232.0,3.9,3.8,0.733,13.7
Jordan,2005-01-01,Developing,72.4,127.0,4,0.55,27.44252286,95.0,28,57.8,4,95.0,8.88,95.0,0.1,223.83787,5714111.0,3.9,3.8,0.73,13.8
Jordan,2004-01-01,Developing,72.5,125.0,4,0.54,32.52523612,95.0,21,57.0,4,95.0,9.5,95.0,0.1,261.456882,5535595.0,3.9,3.8,0.723,13.5
Jordan,2003-01-01,Developing,72.3,127.0,4,0.54,228.7838108,97.0,76,56.3,4,97.0,9.15,97.0,0.1,1889.213962,5396774.0,3.9,3.9,0.717,13.2
Jordan,2002-01-01,Developing,72.1,129.0,4,0.54,259.1572375,95.0,19,55.5,4,95.0,9.68,95.0,0.1,1812.288374,5287488.0,3.9,3.9,0.712,13.0
Jordan,2001-01-01,Developing,71.9,131.0,4,0.55,248.697463,97.0,61,54.8,4,97.0,9.9,99.0,0.1,1728.2659,5193482.0,4.0,3.9,0.706,12.7
Jordan,2000-01-01,Developing,71.7,133.0,4,0.49,227.296617,93.0,32,54.0,4,94.0,9.65,91.0,0.1,1657.889256,51313.0,4.0,4.0,0.7,12.6
Kazakhstan,2015-01-01,Developing,72.0,198.0,4,4.602860787172012,0.0,98.0,526,53.1,5,98.0,5.9381895280235995,98.0,0.1,159.9817,17544126.0,2.4,2.5,0.793,15.0
Kazakhstan,2014-01-01,Developing,69.9,22.0,5,6.29,24.44473709,95.0,321,52.3,5,95.0,4.36,95.0,0.1,1286.56511,17289224.0,2.4,2.5,0.789,15.0
Kazakhstan,2013-01-01,Developing,69.5,28.0,5,6.48,26.4072659,99.0,73,51.4,6,98.0,4.3,98.0,0.1,1389.8561,1735275.0,2.4,2.5,0.782,15.0
Kazakhstan,2012-01-01,Developing,69.1,214.0,6,6.82,235.3566066,95.0,55,5.6,7,98.0,4.32,99.0,0.1,12387.18982,16791425.0,2.4,2.5,0.774,14.7
Kazakhstan,2011-01-01,Developing,68.5,224.0,7,6.63,179.170133,99.0,127,49.9,7,99.0,4.6,99.0,0.1,11634.42422,165566.0,2.3,2.5,0.766,14.4
Kazakhstan,2010-01-01,Developing,67.8,236.0,7,6.83,11.1516268,99.0,4,49.2,8,98.0,4.42,99.0,0.1,97.649972,16321581.0,2.3,2.5,0.763,14.5
Kazakhstan,2009-01-01,Developing,67.8,235.0,7,6.64,808.243302,99.0,0,48.5,8,99.0,4.13,98.0,0.1,7165.2775,169271.0,2.3,2.5,0.758,14.6
Kazakhstan,2008-01-01,Developing,66.6,258.0,8,7.6,708.3285785,99.0,20,47.9,9,99.0,3.65,99.0,0.1,8513.564645,15674.0,2.4,2.5,0.758,14.6
Kazakhstan,2007-01-01,Developing,65.3,288.0,8,7.44,499.730412,94.0,13,47.3,9,94.0,3.19,93.0,0.1,6771.414797,15484192.0,2.4,2.5,0.754,14.7
Kazakhstan,2006-01-01,Developing,65.0,295.0,8,7.08,76.19868936,99.0,109,46.8,9,99.0,3.73,99.0,0.1,5291.57565,153884.0,2.4,2.5,0.747,14.3
Kazakhstan,2003-01-01,Developing,64.4,282.0,8,6.58,23.43400762,99.0,24,45.3,9,99.0,3.7,99.0,0.1,268.123657,149918.0,2.5,2.6,0.714,13.1
Kazakhstan,2002-01-01,Developing,64.7,276.0,8,5.99,145.1022528,95.0,18,44.8,9,95.0,3.61,95.0,0.1,1658.31146,14858948.0,2.6,2.6,0.7,12.7
Kazakhstan,2001-01-01,Developing,64.4,284.0,8,5.75,12.60883976,95.0,94,44.4,10,95.0,3.47,95.0,0.1,149.926751,14858335.0,2.6,2.7,0.685,12.3
Kazakhstan,2000-01-01,Developing,63.9,292.0,9,6.0,112.541157,99.0,245,43.9,10,96.0,4.16,97.0,0.1,1229.958,14883626.0,2.7,2.7,0.676,12.1
Kiribati,2014-01-01,Developing,66.1,2.0,0,0.01,97.87193319,75.0,0,77.1,0,79.0,1.21,75.0,0.1,1684.54274,11458.0,0.1,0.1,0.597,11.9
Kiribati,2013-01-01,Developing,65.8,22.0,0,0.01,137.2591943,95.0,0,76.7,0,91.0,1.15,95.0,0.1,1724.361737,18535.0,0.1,0.1,0.589,11.9
Kiribati,2012-01-01,Developing,65.7,24.0,0,0.01,147.4549755,94.0,0,76.2,0,92.0,1.37,94.0,0.1,1763.815497,16613.0,0.1,0.1,0.581,11.9
Kiribati,2011-01-01,Developing,65.5,26.0,0,0.53,30.46703899,95.0,0,75.7,0,95.0,1.42,99.0,0.1,1692.613277,14656.0,0.1,0.1,0.585,11.9
Kiribati,2010-01-01,Developing,65.3,27.0,0,0.48,18.21661422,91.0,0,75.2,0,95.0,1.52,91.0,0.1,1493.1651,12652.0,0.1,0.1,0.584,11.9
Kiribati,2006-01-01,Developing,65.0,212.0,0,0.76,18.19457876,88.0,0,72.8,0,86.0,1.93,86.0,0.1,1151.555618,9426.0,0.2,0.1,0.576,12.1
Kuwait,2005-01-01,Developing,73.6,9.0,0,0.01,239.5751391,99.0,10,66.3,1,99.0,2.38,99.0,0.1,3549.26132,12753375.120052494,3.2,3.1,0.789,14.2
Kuwait,2003-01-01,Developing,73.4,93.0,0,0.03,159.0098727,99.0,0,65.5,1,99.0,3.23,99.0,0.1,2271.56961,12753375.120052494,3.2,3.0,0.788,14.1
Kuwait,2001-01-01,Developing,73.2,95.0,0,0.01,113.1997845,99.0,0,64.5,1,99.0,3.61,99.0,0.1,1654.96761,12753375.120052494,3.2,3.0,0.786,14.0
Kyrgyzstan,2014-01-01,Developing,78.0,17.0,3,0.01,0.0,96.0,318,43.9,4,95.0,6.48,96.0,0.1,7483.158469138474,12753375.120052494,3.3,3.4,0.656,12.8
Kyrgyzstan,2013-01-01,Developing,77.0,174.0,3,0.01,0.0,97.0,1,43.0,4,97.0,6.68,97.0,0.1,7483.158469138474,12753375.120052494,3.3,3.3,0.647,12.5
Kyrgyzstan,2012-01-01,Developing,69.9,18.0,3,0.01,0.0,96.0,0,42.2,4,94.0,6.97,96.0,0.1,7483.158469138474,12753375.120052494,3.2,3.3,0.638,12.3
Kyrgyzstan,2011-01-01,Developing,69.4,188.0,4,3.28,0.0,96.0,222,41.4,4,94.0,6.18,96.0,0.2,7483.158469138474,12753375.120052494,3.2,3.3,0.632,12.1
Kyrgyzstan,2010-01-01,Developing,68.8,199.0,4,2.73,0.0,96.0,0,4.7,4,88.0,6.66,96.0,0.1,7483.158469138474,12753375.120052494,3.2,3.3,0.631,12.2
Kyrgyzstan,2009-01-01,Developing,68.5,21.0,4,2.39,0.0,96.0,1,4.1,4,96.0,6.79,95.0,0.1,7483.158469138474,12753375.120052494,3.3,3.4,0.629,12.4
Kyrgyzstan,2008-01-01,Developing,67.6,217.0,4,2.53,0.0,97.0,16,39.5,4,95.0,6.7,95.0,0.2,7483.158469138474,12753375.120052494,3.3,3.4,0.624,12.6
Kyrgyzstan,2007-01-01,Developing,67.2,229.0,4,2.77,0.0,94.0,40,39.0,4,94.0,6.87,94.0,0.1,7483.158469138474,12753375.120052494,3.3,3.4,0.618,12.6
Kyrgyzstan,2005-01-01,Developing,66.9,224.0,4,2.81,0.0,97.0,53,38.0,4,98.0,5.82,98.0,0.1,7483.158469138474,12753375.120052494,3.4,3.4,0.612,12.4
Kyrgyzstan,2004-01-01,Developing,67.1,218.0,4,3.41,0.0,99.0,8,37.5,4,98.0,5.57,99.0,0.1,7483.158469138474,12753375.120052494,3.4,3.4,0.609,12.5
Kyrgyzstan,2003-01-01,Developing,66.6,217.0,4,3.52,0.0,99.0,6,37.0,4,98.0,5.43,98.0,0.1,7483.158469138474,12753375.120052494,3.5,3.5,0.602,12.2
Kyrgyzstan,2002-01-01,Developing,66.7,215.0,4,3.31,0.0,99.0,2,36.5,5,99.0,5.43,98.0,0.1,7483.158469138474,12753375.120052494,3.5,3.5,0.601,12.1
Lao People's Democratic Republic,2015-01-01,Developing,65.7,194.0,8,4.602860787172012,0.0,89.0,56,21.7,11,89.0,5.9381895280235995,89.0,0.2,7483.158469138474,12753375.120052494,8.8,8.9,0.582,10.8
Lao People's Democratic Republic,2014-01-01,Developing,65.3,199.0,8,0.01,0.0,88.0,339,2.9,11,88.0,1.87,88.0,0.2,7483.158469138474,12753375.120052494,8.9,9.0,0.573,10.6
Lao People's Democratic Republic,2013-01-01,Developing,64.9,23.0,9,0.01,0.0,87.0,71,2.1,12,86.0,2.0,87.0,0.3,7483.158469138474,12753375.120052494,9.0,9.1,0.563,10.4
Lao People's Democratic Republic,2012-01-01,Developing,64.4,28.0,9,0.01,0.0,79.0,32,19.4,12,78.0,2.12,79.0,0.3,7483.158469138474,12753375.120052494,9.1,9.2,0.554,10.2
Lao People's Democratic Republic,2011-01-01,Developing,64.0,213.0,9,5.39,0.0,78.0,113,18.7,13,79.0,2.2,78.0,0.3,7483.158469138474,12753375.120052494,9.2,9.4,0.542,9.9
Lao People's Democratic Republic,2010-01-01,Developing,63.6,218.0,10,5.95,0.0,74.0,153,18.0,13,76.0,2.75,74.0,0.3,7483.158469138474,12753375.120052494,9.3,9.5,0.535,9.6
Lao People's Democratic Republic,2009-01-01,Developing,63.1,223.0,10,5.18,0.0,67.0,78,17.3,14,67.0,3.77,67.0,0.2,7483.158469138474,12753375.120052494,9.4,9.6,0.525,9.4
Lao People's Democratic Republic,2001-01-01,Developing,58.7,271.0,13,3.13,0.0,80.94046121593291,94,12.7,19,55.0,4.32,52.0,0.1,7483.158469138474,12753375.120052494,1.4,1.5,0.463,8.0
Lao People's Democratic Republic,2000-01-01,Developing,58.1,278.0,14,5.16,0.0,80.94046121593291,332,12.3,20,57.0,3.41,51.0,0.1,7483.158469138474,12753375.120052494,1.5,1.5,0.459,8.0
Latvia,2015-01-01,Developed,74.6,153.0,0,4.602860787172012,0.0,94.0,0,61.2,0,95.0,5.9381895280235995,95.0,0.1,13666.58336,1977527.0,2.2,2.1,0.828,16.0
Latvia,2013-01-01,Developed,74.1,161.0,0,10.37,150.3116884,94.0,0,6.2,0,94.0,5.67,94.0,0.1,1532.22924,212647.0,2.2,2.2,0.814,15.4
Latvia,2011-01-01,Developed,73.6,169.0,0,10.14,24.70841046,89.0,1,59.4,0,92.0,6.1,92.0,0.1,1372.68947,25979.0,2.2,2.3,0.81,15.8
Latvia,2008-01-01,Developed,71.9,199.0,0,11.84,253.4022338,93.0,3,58.1,0,94.0,6.63,94.0,0.1,16348.53121,2177322.0,2.3,2.4,0.819,16.3
Latvia,2007-01-01,Developed,78.0,221.0,0,12.12,170.9884138,91.0,0,57.7,0,94.0,7.1,94.0,0.1,1444.1589,22325.0,2.4,2.4,0.814,16.2
Latvia,2005-01-01,Developed,76.0,216.0,0,9.92,86.9255399,99.0,2,57.0,0,99.0,6.37,99.0,0.1,7558.7426,2238799.0,2.5,2.5,0.791,15.9
Latvia,2004-01-01,Developed,71.0,26.0,0,8.81,80.0328375,98.0,0,56.6,0,99.0,6.51,99.0,0.1,6351.8125,2263122.0,2.5,2.6,0.776,15.5
Latvia,2003-01-01,Developed,78.0,29.0,0,8.24,478.0644911,98.0,0,56.3,0,98.0,6.15,98.0,0.1,5134.95694,2287955.0,2.6,2.6,0.761,15.2
Latvia,2002-01-01,Developed,73.0,219.0,0,7.44,376.4570185,98.0,0,56.0,0,98.0,6.29,97.0,0.1,4132.34927,231173.0,2.7,2.7,0.746,14.8
Latvia,2001-01-01,Developed,69.9,228.0,0,6.68,332.2751709,96.0,1,55.7,0,97.0,6.17,97.0,0.1,3572.8513,233717.0,2.8,2.8,0.728,14.2
Latvia,2000-01-01,Developed,71.0,218.0,0,7.13,291.0170765,95.0,0,55.4,0,96.0,6.0,96.0,0.1,3352.731296,236755.0,2.8,2.8,0.716,13.7
Lebanon,2015-01-01,Developing,74.9,98.0,1,4.602860787172012,0.0,81.0,39,66.1,1,75.0,5.9381895280235995,81.0,0.1,846.632851,5851479.0,4.9,4.9,0.763,13.3
